SIRUTA,F1,F2,F3,F4,F5
179980,-0.06,-0.17,-0.03,0.04,-0.03
179999,-0.06,-0.16,-0.04,-0.01,0.03
180000,-0.06,-0.06,-0.06,-0.14,0.01
180019,-0.06,-0.17,-0.03,-0.01,0.0
180028,-0.05,-0.15,-0.03,-0.01,0.04
180037,-0.06,-0.15,-0.03,-0.0,0.01
180046,-0.06,-0.18,-0.02,-0.03,-0.0
180055,-0.05,-0.3,0.14,0.09,-0.32
180064,-0.06,-0.16,-0.04,-0.01,0.03
180091,-0.06,-0.14,-0.04,-0.03,0.02
